"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          56, -7.47710870e-03, 6.30920383e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.11326873e-03, 6.30920383e-02, -7.47710870e-03, 0.00000000e+00, -1.18511129e-01, 0.00000000e+00, 0.00000000e+00, 2.71213423e+00, 5.96113876e+00, 4.42572104e+00, 8.95961097e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0716317000
          57, -7.66947331e-03, 6.31677636e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.12875796e-03, 6.31677636e-02, -7.66947331e-03, 0.00000000e+00, -1.21414356e-01, 0.00000000e+00, 0.00000000e+00, 2.71461998e+00, 5.96354461e+00, 4.42573475e+00, 8.96191289e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0728743833
          58, -7.86114966e-03, 6.32369669e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.14477578e-03, 6.32369669e-02, -7.86114966e-03, 0.00000000e+00, -1.24312567e-01, 0.00000000e+00, 0.00000000e+00, 2.71700651e+00, 5.96585048e+00, 4.42624271e+00, 8.96411658e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0741568500
          59, -8.05139466e-03, 6.33004013e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.16126416e-03, 6.33004013e-02, -8.05139466e-03, 0.00000000e+00, -1.27193422e-01, 0.00000000e+00, 0.00000000e+00, 2.71929849e+00, 5.96806117e+00, 4.42728272e+00, 8.96622693e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0753680667
          60, -8.23922170e-03, 6.33587954e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.17820960e-03, 6.33587954e-02, -8.23922170e-03, 0.00000000e+00, -1.30040694e-01, 0.00000000e+00, 0.00000000e+00, 2.72150042e+00, 5.97018131e+00, 4.42888996e+00, 8.96824861e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0765913500
          61, -8.42361675e-03, 6.34129946e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.19559887e-03, 6.34129946e-02, -8.42361675e-03, 0.00000000e+00, -1.32837391e-01, 0.00000000e+00, 0.00000000e+00, 2.72361666e+00, 5.97221535e+00, 4.43109671e+00, 8.97018615e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0778390167
          62, -8.60362661e-03, 6.34639468e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.21340246e-03, 6.34639468e-02, -8.60362661e-03, 0.00000000e+00, -1.35567153e-01, 0.00000000e+00, 0.00000000e+00, 2.72565140e+00, 5.97416760e+00, 4.43393213e+00, 8.97204386e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0790915667
          63, -8.77838826e-03, 6.35126461e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.23157054e-03, 6.35126461e-02, -8.77838826e-03, 0.00000000e+00, -1.38214809e-01, 0.00000000e+00, 0.00000000e+00, 2.72759094e+00, 5.97602823e+00, 4.43510599e+00, 8.97381057e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0803508333
          64, -8.94715391e-03, 6.35600621e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.25003156e-03, 6.35600621e-02, -8.94715391e-03, 0.00000000e+00, -1.40766916e-01, 0.00000000e+00, 0.00000000e+00, 2.72939678e+00, 5.97776804e+00, 4.42871751e+00, 8.97545344e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0815591833
          65, -9.10934360e-03, 6.36070958e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.26868428e-03, 6.36070958e-02, -9.10934360e-03, 0.00000000e+00, -1.43212695e-01, 0.00000000e+00, 0.00000000e+00, 2.73113007e+00, 5.97943611e+00, 4.42186770e+00, 8.97702578e+00, 0.00000000e+00, 5.0000000000, 2.0020000000, 0.0827884000
